Timestamp,r/s,rMB/s,r_await,rareq-sz,w/s,wMB/s,w_await,wareq-sz
2024-11-11 20:01:28.710 , 36.80 , 8.61 , 1.02 , 239.59 , 49.51 , 10.83 , 2.61 , 224.04
