timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p
1731296383973,0,INSERT,1260,78.33,51.33,57.74,57.41,61.53,66.11,71.87
1731296383973,1,INSERT,504,97.09,53.57,61.63,61.15,66.05,70.97,87.61
1731296383973,2,INSERT,252,179.71,55.97,63.01,61.92,66.56,74.37,179.71
1731296383973,3,INSERT,5,141.69,108.48,118.49,115.01,141.69,141.69,141.69
1731296384477,0,INSERT,1222,195.58,51.33,59.09,57.44,63.81,91.39,117.18
1731296384477,1,INSERT,504,124.09,54.18,62.10,60.45,69.18,84.03,104.38
1731296384477,2,INSERT,252,166.14,53.89,66.56,63.62,75.71,110.46,166.14
1731296384477,3,INSERT,5,147.33,102.53,117.18,107.97,147.33,147.33,147.33
1731296384982,0,INSERT,1189,893.44,51.36,61.69,59.20,68.09,90.56,114.05
1731296384982,1,INSERT,504,88.83,53.22,64.65,64.80,71.55,76.48,80.83
1731296384982,2,INSERT,252,80.06,54.69,65.47,65.22,71.68,76.29,80.06
1731296384982,3,INSERT,5,137.98,103.94,120.17,127.17,137.98,137.98,137.98
1731296385487,0,INSERT,1260,108.73,51.87,59.32,58.17,65.53,75.97,105.34
1731296385487,1,INSERT,504,117.57,55.17,66.20,65.73,73.09,84.16,108.48
1731296385487,2,INSERT,253,124.03,56.67,67.37,66.05,74.56,85.95,124.03
1731296385487,3,INSERT,5,141.57,108.86,124.69,123.71,141.57,141.57,141.57
1731296385991,0,INSERT,1215,170.11,51.20,59.86,58.37,65.15,85.82,110.53
1731296385991,1,INSERT,504,110.27,55.49,67.50,67.20,74.56,84.48,89.73
1731296385991,2,INSERT,252,116.42,60.10,69.69,69.12,76.29,82.81,116.42
1731296385991,3,INSERT,5,141.31,110.53,122.43,118.27,141.31,141.31,141.31
1731296386495,0,INSERT,1150,877.57,51.49,61.15,58.21,68.99,87.61,93.82
1731296386495,1,INSERT,504,179.07,52.54,64.32,63.97,71.74,80.25,99.26
1731296386495,2,INSERT,252,131.71,60.22,69.40,68.93,75.71,81.28,131.71
1731296386495,3,INSERT,5,127.04,100.16,112.52,111.81,127.04,127.04,127.04
1731296387000,0,INSERT,1223,106.62,51.71,60.85,58.94,67.26,87.36,102.72
1731296387000,1,INSERT,504,82.56,53.09,61.73,61.22,66.69,75.07,80.00
1731296387000,2,INSERT,252,87.49,56.96,67.03,66.56,72.77,78.66,87.49
1731296387000,3,INSERT,5,123.14,103.42,114.55,115.14,123.14,123.14,123.14
1731296387504,0,INSERT,1260,73.22,51.33,57.19,56.86,60.67,63.87,68.61
1731296387504,1,INSERT,504,128.90,54.27,63.96,63.52,68.93,74.69,85.25
1731296387504,2,INSERT,252,115.39,56.16,65.25,64.51,70.59,78.21,115.39
1731296387504,3,INSERT,5,138.88,104.00,120.20,112.45,138.88,138.88,138.88
1731296388009,0,INSERT,1187,800.25,50.88,59.37,57.09,65.98,83.52,165.25
1731296388009,1,INSERT,504,154.50,53.47,60.37,59.42,65.73,73.92,92.54
1731296388009,2,INSERT,253,72.83,53.60,63.59,63.90,68.80,71.61,72.83
1731296388009,3,INSERT,5,111.61,105.47,108.58,108.42,111.61,111.61,111.61
1731296388513,0,INSERT,1251,91.58,50.59,56.74,56.26,60.22,67.84,80.51
1731296388513,1,INSERT,504,113.47,53.02,60.99,60.26,65.28,72.70,112.96
1731296388513,2,INSERT,252,120.38,55.14,65.52,64.32,72.58,84.29,120.38
1731296388513,3,INSERT,5,145.28,96.13,124.50,130.69,145.28,145.28,145.28
1731296389017,0,INSERT,1260,105.15,51.36,59.54,58.56,65.02,73.53,98.75
1731296389017,1,INSERT,504,123.07,54.50,61.53,60.99,65.79,70.97,74.05
1731296389017,2,INSERT,252,118.66,56.96,66.59,65.66,72.96,80.38,118.66
1731296389017,3,INSERT,5,132.48,104.51,115.87,115.14,132.48,132.48,132.48
1731296389522,0,INSERT,1199,107.78,51.84,60.60,59.10,66.75,88.51,106.88
1731296389522,1,INSERT,505,178.69,53.98,62.13,61.09,66.50,80.06,112.32
1731296389522,2,INSERT,252,82.37,56.16,66.26,66.05,73.34,76.54,82.37
1731296389522,3,INSERT,5,111.42,90.37,102.80,105.09,111.42,111.42,111.42
1731296390026,0,INSERT,4490,803.84,49.98,57.34,54.88,63.81,81.60,173.44
1731296390026,1,INSERT,504,170.11,53.34,62.13,60.86,68.86,79.30,83.52
1731296390026,2,INSERT,252,82.81,55.78,66.53,66.30,73.15,80.06,82.81
1731296390026,3,INSERT,5,139.01,104.26,122.26,117.12,139.01,139.01,139.01
1731296390530,0,INSERT,4419,997.89,50.08,62.61,59.42,70.02,88.64,934.91
1731296390530,1,INSERT,504,92.35,52.83,60.38,59.42,67.07,78.66,83.20
1731296390530,2,INSERT,252,102.72,56.77,65.18,64.64,71.81,83.33,102.72
1731296390530,3,INSERT,5,123.20,99.20,105.75,100.03,123.20,123.20,123.20
1731296391035,0,INSERT,3925,3616.77,56.16,345.88,63.74,1139.71,2342.91,2912.26
1731296391035,1,INSERT,503,1713.15,52.51,249.51,62.11,856.06,1205.25,1638.40
1731296391035,2,INSERT,252,1659.90,55.20,242.51,65.86,822.27,1175.55,1659.90
1731296391035,3,INSERT,5,673.28,90.75,214.82,99.58,673.28,673.28,673.28
1731296391539,0,INSERT,2651,420741.12,55.74,5824.77,62.24,1351.68,96796.67,97189.89
1731296391539,1,INSERT,501,96010.24,53.12,10291.19,68.61,51183.61,91488.26,95223.81
1731296391539,2,INSERT,251,96010.24,54.66,9965.88,67.26,49184.77,90308.61,96010.24
1731296391539,3,INSERT,5,79691.77,94.59,16015.14,101.06,79691.77,79691.77,79691.77
1731296392044,0,INSERT,4508,106692.61,50.08,10769.58,60.03,65896.45,81395.71,83886.08
1731296392044,1,INSERT,504,7352.32,52.48,210.53,60.13,561.66,2230.27,6348.80
1731296392044,2,INSERT,251,5877.76,52.96,223.82,63.49,721.92,1494.02,5877.76
1731296392044,3,INSERT,5,98.37,87.30,93.29,93.82,98.37,98.37,98.37
1731296392548,0,INSERT,3513,5156.86,50.14,636.36,586.24,1456.13,2562.05,3389.44
1731296392548,1,INSERT,504,1950.72,53.89,389.68,148.22,1095.68,1545.21,1943.55
1731296392548,2,INSERT,253,1819.65,56.13,383.57,81.98,1037.31,1481.73,1819.65
1731296392548,3,INSERT,6,1069.06,96.13,289.00,106.17,185.60,1069.06,1069.06
1731296393053,0,INSERT,4246,3526.66,50.02,171.14,59.81,561.15,1784.83,2809.86
1731296393053,1,INSERT,503,1494.02,52.45,136.07,63.77,273.15,1187.84,1464.32
1731296393053,2,INSERT,252,1400.83,53.89,146.96,63.36,322.81,1193.98,1400.83
1731296393053,3,INSERT,5,422.14,91.33,164.33,101.69,422.14,422.14,422.14
1731296393557,0,INSERT,3533,4296.70,49.98,670.01,640.00,1458.17,2508.80,3387.39
1731296393557,1,INSERT,505,2004.99,52.45,397.15,182.66,1111.04,1416.19,1855.49
1731296393557,2,INSERT,252,1692.67,55.71,432.54,157.18,1107.97,1380.35,1692.67
1731296393557,3,INSERT,5,1190.91,93.06,383.99,119.10,1190.91,1190.91,1190.91
1731296394062,0,INSERT,4343,3778.56,49.70,164.66,53.85,558.08,1726.46,2484.22
1731296394062,1,INSERT,504,1718.27,52.19,137.56,65.73,285.95,1159.17,1451.01
1731296394062,2,INSERT,252,1187.84,54.72,157.63,68.29,449.02,1166.34,1187.84
1731296394062,3,INSERT,5,113.66,95.62,100.63,97.60,113.66,113.66,113.66
1731296394566,0,INSERT,3308,4845.57,50.24,909.23,768.51,1524.73,3059.71,4485.12
1731296394566,1,INSERT,504,1732.61,52.51,511.67,389.89,1134.59,1561.60,1683.45
1731296394566,2,INSERT,252,1676.29,54.69,507.26,365.57,1146.88,1389.57,1676.29
1731296394566,3,INSERT,5,1042.94,95.81,637.85,941.05,1042.94,1042.94,1042.94
1731296395071,0,INSERT,3920,121700.35,50.02,23059.66,59.87,93978.62,112787.46,115539.97
1731296395071,1,INSERT,502,112394.24,52.51,13912.92,59.74,66650.11,108462.08,111214.59
1731296395071,2,INSERT,253,111476.74,53.89,13198.45,66.62,64028.67,106364.93,111476.74
1731296395071,3,INSERT,5,43941.89,92.80,8863.45,101.12,43941.89,43941.89,43941.89
1731296395575,0,INSERT,3224,3520.51,54.66,765.18,709.12,1508.35,2412.54,3057.66
1731296395575,1,INSERT,504,1700.86,54.72,403.95,209.15,1079.30,1464.32,1653.76
1731296395575,2,INSERT,252,1950.72,61.60,453.18,305.92,1064.96,1612.80,1950.72
1731296395575,3,INSERT,5,498.18,88.06,207.90,127.36,498.18,498.18,498.18
1731296396080,0,INSERT,1136,845.31,51.14,64.55,60.80,74.56,98.05,836.10
1731296396080,1,INSERT,504,92.16,56.86,66.99,66.94,73.53,83.39,87.87
1731296396080,2,INSERT,252,173.44,57.50,68.66,67.20,74.75,91.65,173.44
1731296396080,3,INSERT,5,97.79,88.83,93.14,93.57,97.79,97.79,97.79
1731296396584,0,INSERT,1153,764.41,51.01,62.69,59.52,71.94,89.73,689.66
1731296396584,1,INSERT,504,120.64,54.11,65.17,64.86,71.68,80.00,105.02
1731296396584,2,INSERT,253,96.70,55.97,66.59,66.43,73.02,85.38,96.70
1731296396584,3,INSERT,5,125.06,91.52,98.82,92.48,125.06,125.06,125.06
1731296397089,0,INSERT,1166,841.73,52.19,62.76,58.59,69.63,87.68,809.47
1731296397089,1,INSERT,505,85.44,52.38,64.00,63.55,71.23,82.05,84.86
1731296397089,2,INSERT,252,353.54,61.02,69.19,67.33,73.09,83.71,353.54
1731296397089,3,INSERT,5,135.42,89.92,102.75,95.49,135.42,135.42,135.42
1731296397593,0,INSERT,1236,115.07,51.97,59.23,58.08,64.96,80.51,108.93
1731296397593,1,INSERT,504,100.35,53.47,64.26,63.26,72.77,81.41,91.14
1731296397593,2,INSERT,252,118.59,60.90,70.48,69.38,76.03,105.02,118.59
1731296397593,3,INSERT,5,125.82,88.00,102.37,98.43,125.82,125.82,125.82
1731296398098,0,INSERT,1175,1355.78,51.39,62.42,58.08,69.82,87.55,809.98
1731296398098,1,INSERT,504,1385.47,52.96,63.65,59.13,68.03,76.73,378.37
1731296398098,2,INSERT,252,85.12,60.54,67.74,67.26,72.96,81.79,85.12
1731296398098,3,INSERT,5,113.92,89.09,98.00,92.35,113.92,113.92,113.92
1731296398602,0,INSERT,1260,97.66,51.14,58.20,56.93,64.16,74.69,93.69
1731296398602,1,INSERT,504,110.46,54.72,63.72,62.21,71.61,83.01,89.41
1731296398602,2,INSERT,252,120.38,61.79,70.11,68.99,76.80,88.13,120.38
1731296398602,3,INSERT,5,97.34,86.21,91.99,92.73,97.34,97.34,97.34
1731296399106,0,INSERT,1261,105.28,51.78,58.26,57.70,61.76,68.03,104.58
1731296399106,1,INSERT,504,120.64,54.53,67.45,66.50,76.86,91.39,118.59
1731296399106,2,INSERT,252,88.89,62.34,70.88,70.40,76.67,85.25,88.89
1731296399106,3,INSERT,5,101.95,92.54,96.63,94.91,101.95,101.95,101.95
1731296399611,0,INSERT,1178,1254.40,50.91,60.59,57.57,67.52,86.21,104.32
1731296399611,1,INSERT,505,1347.58,52.29,65.10,60.67,69.50,80.25,340.99
1731296399611,2,INSERT,252,120.70,61.06,71.26,69.63,78.78,101.06,120.70
1731296399611,3,INSERT,5,127.42,101.12,116.90,123.52,127.42,127.42,127.42
1731296400116,0,INSERT,1260,81.98,51.42,57.83,57.12,62.02,72.13,81.15
1731296400116,1,INSERT,505,88.06,55.33,61.75,61.41,66.17,70.40,73.47
1731296400116,2,INSERT,252,92.48,61.34,71.35,70.85,76.35,83.52,92.48
1731296400116,3,INSERT,5,124.54,100.48,109.42,105.98,124.54,124.54,124.54
1731296400620,0,INSERT,1260,104.77,52.26,58.51,57.41,64.09,73.22,102.33
1731296400620,1,INSERT,504,92.16,53.98,62.35,61.41,68.03,75.01,77.76
1731296400620,2,INSERT,253,88.58,61.44,70.83,70.66,75.33,82.24,88.58
1731296400620,3,INSERT,5,145.15,95.42,110.44,102.21,145.15,145.15,145.15
1731296401125,0,INSERT,1181,779.26,50.69,60.92,56.93,67.58,86.66,773.63
1731296401125,1,INSERT,504,102.53,52.06,58.49,58.14,63.01,68.54,74.11
1731296401125,2,INSERT,252,110.02,59.90,68.75,67.78,73.73,83.45,110.02
1731296401125,3,INSERT,5,130.05,92.74,104.15,100.48,130.05,130.05,130.05
1731296401629,0,INSERT,1174,830.46,51.81,62.26,59.68,72.06,89.79,172.93
1731296401629,1,INSERT,504,96.13,51.81,58.48,57.79,62.62,72.96,86.08
1731296401629,2,INSERT,252,108.67,59.81,70.30,68.93,76.48,96.83,108.67
1731296401629,3,INSERT,5,140.41,100.22,118.40,113.86,140.41,140.41,140.41
1731296402133,0,INSERT,1260,105.79,51.65,60.19,58.59,68.54,79.74,97.66
1731296402133,1,INSERT,504,77.25,54.46,60.55,60.13,64.38,70.14,77.18
1731296402133,2,INSERT,252,98.24,61.44,75.26,74.62,82.75,94.08,98.24
1731296402133,3,INSERT,5,104.32,95.42,102.21,103.81,104.32,104.32,104.32
1731296402638,0,INSERT,1209,875.52,51.74,63.03,59.97,69.18,95.49,795.13
1731296402638,1,INSERT,504,152.96,54.18,61.05,60.48,64.83,73.22,82.62
1731296402638,2,INSERT,252,89.73,60.13,70.64,70.02,77.76,83.65,89.73
1731296402638,3,INSERT,5,123.90,94.85,103.66,97.28,123.90,123.90,123.90
1731296403142,0,INSERT,1159,113.28,51.14,61.45,59.30,72.00,87.81,107.45
1731296403142,1,INSERT,505,92.99,52.54,59.72,58.88,63.84,72.89,78.59
1731296403142,2,INSERT,252,148.74,53.31,61.75,60.00,68.93,80.38,148.74
1731296403142,3,INSERT,5,108.29,92.80,101.14,102.40,108.29,108.29,108.29
1731296403646,0,INSERT,1241,115.97,51.39,58.63,57.76,62.37,80.51,107.52
1731296403646,1,INSERT,504,109.06,53.86,61.02,60.58,64.77,71.94,93.57
1731296403646,2,INSERT,253,100.35,54.78,62.54,61.18,68.99,80.45,100.35
1731296403646,3,INSERT,6,135.42,87.30,108.65,94.14,129.47,135.42,135.42
1731296404151,0,INSERT,1260,98.94,52.54,58.83,58.34,62.56,68.99,84.54
1731296404151,1,INSERT,504,73.66,54.56,61.19,60.96,64.73,68.61,71.30
1731296404151,2,INSERT,252,79.74,55.94,62.08,61.18,66.62,74.69,79.74
1731296404151,3,INSERT,5,132.35,101.50,114.82,105.73,132.35,132.35,132.35
1731296404655,0,INSERT,1176,789.50,51.26,60.84,58.30,68.48,85.50,165.12
1731296404655,1,INSERT,505,83.84,53.54,62.15,61.28,68.29,75.84,82.62
1731296404655,2,INSERT,252,90.43,54.24,60.53,59.87,64.93,72.83,90.43
1731296404655,3,INSERT,5,115.52,94.78,107.44,109.31,115.52,115.52,115.52
1731296405159,0,INSERT,1175,812.54,51.26,61.46,58.43,69.57,92.35,182.91
1731296405159,1,INSERT,504,87.30,52.22,62.23,61.76,68.86,77.44,81.92
1731296405159,2,INSERT,252,137.34,54.82,60.41,59.74,63.58,68.48,137.34
1731296405159,3,INSERT,5,126.02,104.06,116.91,117.95,126.02,126.02,126.02
1731296405665,0,INSERT,1261,110.59,51.84,59.95,59.01,65.92,75.97,105.02
1731296405665,1,INSERT,505,113.34,53.44,60.91,60.26,65.60,76.61,104.77
1731296405665,2,INSERT,253,112.25,55.39,62.09,61.38,65.98,72.77,112.25
1731296405665,3,INSERT,5,130.88,101.18,112.90,112.19,130.88,130.88,130.88
1731296406169,0,INSERT,1173,210.43,51.58,60.49,58.40,68.29,86.08,102.21
1731296406169,1,INSERT,504,96.58,52.93,60.11,59.71,65.12,71.42,93.25
1731296406169,2,INSERT,252,81.28,53.60,60.86,60.06,65.34,70.97,81.28
1731296406169,3,INSERT,5,138.11,96.58,113.82,111.10,138.11,138.11,138.11
1731296406673,0,INSERT,1258,102.02,51.14,58.40,57.53,63.36,73.28,100.67
1731296406673,1,INSERT,504,105.22,53.70,61.72,60.67,67.26,77.12,94.46
1731296406673,2,INSERT,252,144.25,55.49,63.56,62.98,68.80,79.49,144.25
1731296406673,3,INSERT,5,102.91,91.71,96.06,93.82,102.91,102.91,102.91
1731296407178,0,INSERT,1260,97.92,51.78,57.90,57.34,62.05,71.30,93.57
1731296407178,1,INSERT,504,82.17,52.13,61.34,60.64,65.92,76.99,81.79
1731296407178,2,INSERT,252,84.48,58.11,64.11,63.36,68.16,74.43,84.48
1731296407178,3,INSERT,5,101.82,91.39,97.94,98.69,101.82,101.82,101.82
1731296407682,0,INSERT,1201,748.54,51.30,58.85,56.73,63.68,81.86,118.59
1731296407682,1,INSERT,505,186.50,53.25,61.07,59.81,65.66,75.52,150.53
1731296407682,2,INSERT,252,119.49,54.53,62.34,61.92,66.81,74.62,119.49
1731296407682,3,INSERT,5,130.30,93.38,107.77,99.78,130.30,130.30,130.30
1731296408187,0,INSERT,1239,91.65,51.74,57.39,56.58,60.99,78.91,91.45
1731296408187,1,INSERT,504,75.78,53.95,60.50,60.06,64.77,71.04,74.75
1731296408187,2,INSERT,252,72.77,54.46,60.83,60.41,64.93,68.93,72.77
1731296408187,3,INSERT,5,106.30,92.22,96.06,93.89,106.30,106.30,106.30
1731296408691,0,INSERT,1260,129.34,51.42,57.80,57.34,61.50,68.93,106.56
1731296408691,1,INSERT,504,125.63,53.98,61.42,60.61,65.79,78.97,107.78
1731296408691,2,INSERT,252,143.74,55.33,63.06,61.28,68.80,93.76,143.74
1731296408691,3,INSERT,5,108.61,94.46,100.44,96.00,108.61,108.61,108.61
1731296409196,0,INSERT,1146,184.19,51.17,60.67,58.27,70.85,87.74,109.44
1731296409196,1,INSERT,504,187.65,52.64,58.49,57.76,62.69,68.22,77.31
1731296409196,2,INSERT,252,162.69,54.72,61.20,60.29,64.86,74.24,162.69
1731296409196,3,INSERT,5,121.92,87.87,102.43,94.27,121.92,121.92,121.92
1731296409700,0,INSERT,1193,911.36,51.39,60.40,57.70,64.61,84.09,738.82
1731296409700,1,INSERT,504,76.16,52.26,59.09,58.69,63.07,70.08,73.98
1731296409700,2,INSERT,252,103.17,55.14,61.19,60.67,65.22,73.53,103.17
1731296409700,3,INSERT,5,132.99,89.28,107.52,102.08,132.99,132.99,132.99
1731296410204,0,INSERT,1260,74.50,51.68,57.92,57.70,61.15,65.38,72.83
1731296410204,1,INSERT,505,73.92,53.54,60.49,60.32,64.00,69.31,72.89
1731296410204,2,INSERT,252,69.76,55.94,61.32,61.05,65.44,69.69,69.76
1731296410204,3,INSERT,5,128.38,99.52,112.20,105.02,128.38,128.38,128.38
1731296410709,0,INSERT,1173,851.97,52.10,63.22,58.66,70.97,96.64,800.25
1731296410709,1,INSERT,504,105.53,52.83,59.82,59.20,63.68,71.87,95.17
1731296410709,2,INSERT,252,100.29,54.05,63.71,61.66,73.15,82.81,100.29
1731296410709,3,INSERT,5,108.99,94.98,100.63,99.26,108.99,108.99,108.99
1731296411213,0,INSERT,1179,153.98,50.78,59.05,57.12,66.11,83.33,94.21
1731296411213,1,INSERT,504,69.25,52.96,58.55,58.24,62.59,65.98,67.58
1731296411213,2,INSERT,252,80.64,52.64,60.60,59.97,64.48,73.98,80.64
1731296411213,3,INSERT,5,133.50,89.98,110.58,109.06,133.50,133.50,133.50
1731296411718,0,INSERT,1260,110.27,51.68,57.27,56.77,60.90,66.05,108.16
1731296411718,1,INSERT,504,108.16,53.25,61.35,60.45,67.97,76.73,85.89
1731296411718,2,INSERT,252,119.30,55.58,61.95,60.93,65.73,77.44,119.30
1731296411718,3,INSERT,5,128.90,101.57,108.81,103.10,128.90,128.90,128.90
1731296412222,0,INSERT,1260,105.02,51.49,57.09,56.64,60.41,65.41,80.45
1731296412222,1,INSERT,504,76.35,53.15,61.53,60.90,67.78,73.34,75.26
1731296412222,2,INSERT,252,69.69,54.72,60.93,60.64,64.48,68.42,69.69
1731296412222,3,INSERT,5,103.17,94.40,98.25,98.05,103.17,103.17,103.17
1731296412726,0,INSERT,1166,1223.68,50.91,62.73,57.25,68.61,89.53,1184.77
1731296412726,1,INSERT,504,1326.08,52.03,62.12,58.27,63.62,77.95,345.86
1731296412726,2,INSERT,252,425.21,54.98,64.89,61.60,71.23,79.55,425.21
1731296412726,3,INSERT,5,163.58,95.62,126.11,130.05,163.58,163.58,163.58
1731296413231,0,INSERT,1202,737.79,51.23,58.53,56.54,64.22,79.49,106.81
1731296413231,1,INSERT,504,69.25,51.65,56.65,56.41,60.41,64.48,65.66
1731296413231,2,INSERT,253,79.81,54.27,65.02,64.32,72.19,77.63,79.81
1731296413231,3,INSERT,5,104.77,94.46,100.28,100.29,104.77,104.77,104.77
1731296413735,0,INSERT,1259,126.59,51.68,57.42,56.80,60.70,67.90,110.40
1731296413735,1,INSERT,504,70.59,52.00,57.60,57.31,60.64,65.09,69.57
1731296413735,2,INSERT,252,99.01,55.20,65.53,65.22,73.15,81.02,99.01
1731296413735,3,INSERT,5,127.23,97.92,111.81,104.96,127.23,127.23,127.23
1731296414239,0,INSERT,1186,97.47,51.58,61.08,59.62,68.42,87.55,94.72
1731296414239,1,INSERT,504,68.86,52.35,57.99,57.70,61.57,65.66,68.61
1731296414239,2,INSERT,252,182.27,55.23,66.34,65.41,74.17,82.05,182.27
1731296414239,3,INSERT,5,102.53,88.58,97.12,100.09,102.53,102.53,102.53
1731296414744,0,INSERT,1252,107.39,51.55,57.97,57.34,61.73,70.91,94.97
1731296414744,1,INSERT,504,98.81,53.12,58.97,58.46,63.04,71.55,97.79
1731296414744,2,INSERT,252,105.60,55.94,62.94,62.05,67.01,78.85,105.60
1731296414744,3,INSERT,5,131.01,90.30,108.32,110.66,131.01,131.01,131.01
1731296415248,0,INSERT,1260,74.24,51.17,56.56,56.19,59.90,64.09,73.79
1731296415248,1,INSERT,504,68.73,53.15,58.36,58.05,61.70,65.50,68.54
1731296415248,2,INSERT,252,110.40,55.04,62.47,61.79,66.30,75.78,110.40
1731296415248,3,INSERT,6,111.10,100.03,105.14,102.53,110.14,111.10,111.10
1731296415752,0,INSERT,1211,770.05,51.30,61.28,58.24,68.48,88.25,680.45
1731296415752,1,INSERT,504,111.87,52.64,59.58,58.94,63.55,72.45,96.06
1731296415752,2,INSERT,252,95.81,55.65,63.77,63.52,68.42,73.92,95.81
1731296415752,3,INSERT,5,133.63,101.63,112.45,106.50,133.63,133.63,133.63
1731296416257,0,INSERT,1229,90.81,51.33,58.58,57.28,64.42,78.72,84.03
1731296416257,1,INSERT,504,79.74,53.63,60.28,59.94,64.45,71.87,74.88
1731296416257,2,INSERT,253,99.90,56.13,63.01,62.34,67.45,73.92,99.90
1731296416257,3,INSERT,5,124.93,92.35,104.01,99.07,124.93,124.93,124.93
1731296416761,0,INSERT,1216,760.32,51.55,60.26,57.70,68.09,87.87,175.74
1731296416761,1,INSERT,504,104.70,53.02,59.93,59.33,64.42,71.23,94.02
1731296416761,2,INSERT,252,98.30,55.74,62.54,62.17,66.43,71.55,98.30
1731296416761,3,INSERT,5,109.95,92.42,100.41,98.69,109.95,109.95,109.95
1731296417266,0,INSERT,1220,779.26,51.23,59.76,57.89,63.65,83.78,92.73
1731296417266,1,INSERT,504,166.66,52.99,58.81,58.05,62.46,68.03,72.83
1731296417266,2,INSERT,252,73.47,55.14,63.51,63.62,68.16,72.83,73.47
1731296417266,3,INSERT,5,95.94,90.56,93.69,94.02,95.94,95.94,95.94
1731296417770,0,INSERT,1177,108.99,50.75,58.58,56.19,67.65,86.33,97.22
1731296417770,1,INSERT,504,99.71,52.51,57.50,56.90,61.12,70.33,90.94
1731296417770,2,INSERT,252,109.57,54.50,61.36,60.41,65.86,73.86,109.57
1731296417770,3,INSERT,5,123.90,92.29,102.55,98.75,123.90,123.90,123.90
1731296418274,0,INSERT,1259,220.54,50.82,56.69,56.22,59.71,64.35,93.69
1731296418274,1,INSERT,504,313.34,51.78,58.62,57.82,61.53,69.57,92.16
1731296418274,2,INSERT,252,110.27,55.58,62.17,61.18,66.17,74.56,110.27
1731296418274,3,INSERT,5,97.53,89.73,92.05,90.69,97.53,97.53,97.53
1731296418779,0,INSERT,1178,97.86,51.87,60.43,58.46,68.99,87.30,95.81
1731296418779,1,INSERT,504,100.73,52.54,59.31,58.34,64.00,79.42,91.58
1731296418779,2,INSERT,252,94.02,53.66,60.34,59.45,64.86,81.79,94.02
1731296418779,3,INSERT,5,126.27,87.49,109.48,111.42,126.27,126.27,126.27
1731296419283,0,INSERT,1187,799.23,51.36,59.88,56.99,65.79,84.48,777.73
1731296419283,1,INSERT,504,71.42,53.18,58.33,57.98,62.05,67.90,70.91
1731296419283,2,INSERT,253,72.83,52.93,59.40,59.10,62.98,66.05,72.83
1731296419283,3,INSERT,5,102.27,86.46,95.94,97.92,102.27,102.27,102.27
1731296419787,0,INSERT,1252,164.61,50.85,58.22,57.70,62.40,76.54,81.47
1731296419787,1,INSERT,506,94.59,52.48,59.73,59.33,63.13,69.25,78.46
1731296419787,2,INSERT,254,111.61,53.54,62.62,61.53,67.14,102.08,111.61
1731296419787,3,INSERT,5,124.22,90.62,106.23,102.27,124.22,124.22,124.22
1731296420301,0,INSERT,1283,117.95,51.20,58.06,57.63,61.79,67.07,76.80
1731296420301,1,INSERT,511,103.68,54.37,60.15,59.71,64.03,70.14,73.09
1731296420301,2,INSERT,254,105.98,55.97,62.52,62.08,66.43,74.30,105.98
1731296420301,3,INSERT,5,104.19,92.48,97.98,96.38,104.19,104.19,104.19
1731296420804,0,INSERT,1190,806.91,51.33,61.25,58.69,68.29,87.94,164.22
1731296420804,1,INSERT,503,204.41,52.51,59.59,58.49,64.25,74.69,112.96
1731296420804,2,INSERT,252,94.46,54.27,62.43,61.38,68.29,75.01,94.46
1731296420804,3,INSERT,5,130.81,97.54,111.40,105.41,130.81,130.81,130.81
1731296421307,0,INSERT,1158,102.21,50.78,60.07,57.82,69.38,86.91,91.58
1731296421307,1,INSERT,503,100.42,51.81,63.11,63.42,71.42,83.39,98.69
1731296421307,2,INSERT,251,111.42,53.98,61.05,60.32,65.50,71.81,111.42
1731296421307,3,INSERT,5,102.85,89.73,95.23,94.59,102.85,102.85,102.85
1731296421810,0,INSERT,1251,408.83,51.62,58.27,57.25,61.76,71.81,138.88
1731296421810,1,INSERT,503,113.79,52.51,60.25,59.30,65.38,73.53,80.32
1731296421810,2,INSERT,252,104.51,54.82,61.99,61.28,66.43,72.77,104.51
1731296421810,3,INSERT,5,132.86,111.81,118.28,114.81,132.86,132.86,132.86
1731296422313,0,INSERT,1211,104.58,50.24,58.17,57.25,62.37,79.68,87.74
1731296422313,1,INSERT,503,77.38,52.00,59.13,58.66,63.26,70.72,76.42
1731296422313,2,INSERT,251,183.17,55.62,63.55,62.34,67.71,75.33,183.17
1731296422313,3,INSERT,5,104.19,98.75,100.56,100.16,104.19,104.19,104.19
1731296422816,0,INSERT,1210,96.70,51.14,57.45,56.29,61.89,79.04,94.21
1731296422816,1,INSERT,503,95.04,53.31,59.41,58.81,63.52,68.48,69.31
1731296422816,2,INSERT,252,103.30,56.10,63.39,62.72,68.09,73.86,103.30
1731296422816,3,INSERT,5,138.24,97.54,113.68,115.39,138.24,138.24,138.24
1731296423319,0,INSERT,1256,110.02,51.26,56.76,56.32,59.97,64.22,68.48
1731296423319,1,INSERT,503,113.22,53.22,59.86,59.26,63.49,72.58,84.67
1731296423319,2,INSERT,251,85.63,55.78,63.25,62.91,66.62,80.51,85.63
1731296423319,3,INSERT,5,110.21,97.60,103.44,104.70,110.21,110.21,110.21
1731296423822,0,INSERT,1243,95.68,51.65,59.07,57.57,66.75,79.68,95.61
1731296423822,1,INSERT,503,182.66,54.53,61.95,60.67,66.24,85.25,138.11
1731296423822,2,INSERT,252,78.97,55.52,60.96,60.45,64.67,70.27,78.97
