1731296239563,1,1050632,0
1731296239563,2,1050632,0
1731296239563,3,2048,0
1731296240066,0,24119480,0
1731296240066,1,9439304,0
1731296240066,2,5244968,0
1731296240066,3,1050632,0
1731296240569,0,51382664,0
1731296240569,1,17827976,0
1731296240569,2,9439304,0
1731296240569,3,1050632,0
1731296241072,0,61868504,0
1731296241072,1,26216648,0
1731296241072,2,13633640,0
1731296241072,3,1050632,0
1731296241575,0,4196384,1
1731296241575,1,34605320,0
1731296241575,2,17827976,0
1731296241575,3,1050632,0
1731296242082,0,13633640,1
1731296242082,1,42993992,0
1731296242082,2,22022312,0
1731296242082,3,1050632,0
1731296242585,0,24119480,1
1731296242585,1,51382664,0
1731296242585,2,26216648,0
1731296242585,3,1050632,0
1731296243088,0,33556736,1
1731296243088,1,60819920,0
1731296243088,2,30410984,0
1731296243088,3,1050632,0
1731296243591,0,42993992,1
1731296243591,1,2099216,1
1731296243591,2,34605320,0
1731296243591,3,1050632,0
1731296244093,0,48236912,1
1731296244093,1,10487888,0
1731296244093,2,38799656,0
1731296244093,3,1050632,0
1731296244596,0,56625584,0
1731296244596,1,18876560,0
1731296244596,2,42993992,0
1731296244596,3,1050632,0
1731296245099,0,65014256,0
1731296245099,1,27265232,0
1731296245099,2,47188328,0
1731296245099,3,1050632,0
1731296245602,0,1050632,1
1731296245602,1,35653904,0
1731296245602,2,51382664,0
1731296245602,3,1050632,0
1731296246105,0,22022312,0
1731296246105,1,44042576,0
1731296246105,2,55577000,0
1731296246105,3,2099216,0
1731296246608,0,42993992,0
1731296246608,1,53479832,0
1731296246608,2,59771336,0
1731296246608,3,2099216,0
1731296247112,0,63965672,0
1731296247112,1,61868504,0
1731296247112,2,63965672,0
1731296247112,3,2099216,0
1731296247615,0,16779392,0
1731296247615,1,3147800,1
1731296247615,2,2099216,1
1731296247615,3,2099216,0
1731296248117,0,34605320,0
1731296248117,1,11536472,1
1731296248117,2,6293552,0
1731296248117,3,2099216,0
1731296248624,0,55577000,0
1731296248624,1,19925144,0
1731296248624,2,10487888,0
1731296248624,3,2099216,0
1731296249127,0,9439304,0
1731296249127,1,28313816,0
1731296249127,2,14682224,0
1731296249127,3,2099216,0
1731296249630,0,30410984,0
1731296249630,1,37751072,0
1731296249630,2,18876560,0
1731296249630,3,2099216,0
1731296250133,0,51382664,0
1731296250133,1,46139744,0
1731296250133,2,23070896,0
1731296250133,3,2099216,0
1731296250636,0,5244968,1
1731296250636,1,54528416,0
1731296250636,2,27265232,0
1731296250636,3,2099216,0
1731296251139,0,25168064,0
1731296251139,1,62917088,0
1731296251139,2,31459568,0
1731296251139,3,2099216,0
1731296251642,0,45091160,0
1731296251642,1,4196384,0
1731296251642,2,35653904,0
1731296251642,3,2099216,0
1731296252144,0,66062840,0
1731296252144,1,12585056,0
1731296252144,2,39848240,0
1731296252144,3,3147800,0
1731296252647,0,18876560,0
1731296252647,1,20973728,0
1731296252647,2,44042576,0
1731296252647,3,3147800,0
1731296253154,0,40896824,0
1731296253154,1,30410984,0
1731296253154,2,48236912,0
1731296253154,3,3147800,0
1731296253657,0,61868504,0
1731296253657,1,38799656,0
1731296253657,2,52431248,0
1731296253657,3,3147800,0
1731296254160,0,14682224,0
1731296254160,1,47188328,0
1731296254160,2,57674168,0
1731296254160,3,3147800,0
1731296254663,0,35653904,0
1731296254663,1,55577000,0
1731296254663,2,61868504,0
1731296254663,3,3147800,0
1731296255166,0,57674168,0
1731296255166,1,63965672,0
1731296255166,2,66062840,0
1731296255166,3,3147800,0
1731296255669,0,9439304,1
1731296255669,1,5244968,1
1731296255669,2,3147800,0
1731296255669,3,3147800,0
1731296256172,0,28313816,1
1731296256172,1,13633640,0
1731296256172,2,7342136,0
1731296256172,3,3147800,0
1731296256675,0,49285496,0
1731296256675,1,23070896,0
1731296256675,2,11536472,0
1731296256675,3,3147800,0
1731296257178,0,3147800,1
1731296257178,1,31459568,0
1731296257178,2,15730808,0
1731296257178,3,3147800,0
1731296257681,0,23070896,0
1731296257681,1,39848240,0
1731296257681,2,19925144,0
1731296257681,3,3147800,0
1731296258184,0,44042576,0
1731296258184,1,48236912,0
1731296258184,2,24119480,0
1731296258184,3,4196384,0
1731296258691,0,66062840,0
1731296258691,1,56625584,0
1731296258691,2,28313816,0
1731296258691,3,4196384,0
1731296259194,0,18876560,0
1731296259194,1,65014256,0
1731296259194,2,32508152,0
1731296259194,3,4196384,0
1731296259697,0,38799656,0
1731296259697,1,7342136,0
1731296259697,2,36702488,0
1731296259697,3,4196384,0
1731296260200,0,59771336,0
1731296260200,1,15730808,0
1731296260200,2,40896824,0
1731296260200,3,4196384,0
1731296260703,0,12585056,0
1731296260703,1,24119480,0
1731296260703,2,46139744,0
1731296260703,3,4196384,0
1731296261206,0,34605320,0
1731296261206,1,32508152,0
1731296261206,2,50334080,0
1731296261206,3,4196384,0
1731296261709,0,55577000,0
1731296261709,1,40896824,0
1731296261709,2,54528416,0
1731296261709,3,4196384,0
1731296262212,0,8390720,1
1731296262212,1,49285496,0
1731296262212,2,58722752,0
1731296262212,3,4196384,0
1731296262715,0,29362400,0
1731296262715,1,57674168,0
1731296262715,2,62917088,0
1731296262715,3,4196384,0
1731296263217,0,50334080,0
1731296263217,1,66062840,0
1731296263217,2,67111424,0
1731296263217,3,4196384,0
1731296263720,0,2099216,1
1731296263720,1,8390720,1
1731296263720,2,4196384,0
1731296263720,3,4196384,0
1731296264223,0,22022312,1
1731296264223,1,16779392,0
1731296264223,2,8390720,0
1731296264223,3,4196384,0
1731296264726,0,41945408,0
1731296264726,1,25168064,0
1731296264726,2,12585056,0
1731296264726,3,5244968,0
1731296265229,0,63965672,0
1731296265229,1,33556736,0
1731296265229,2,16779392,0
1731296265229,3,5244968,0
1731296265732,0,16779392,0
1731296265732,1,41945408,0
1731296265732,2,20973728,0
1731296265732,3,5244968,0
1731296266239,0,37751072,0
1731296266239,1,50334080,0
1731296266239,2,25168064,0
1731296266239,3,5244968,0
1731296266742,0,59771336,0
1731296266742,1,58722752,0
1731296266742,2,29362400,0
1731296266742,3,5244968,0
1731296267245,0,12585056,0
1731296267245,1,1050632,1
1731296267245,2,33556736,0
1731296267245,3,5244968,0
1731296267748,0,32508152,0
1731296267748,1,9439304,0
1731296267748,2,38799656,0
1731296267748,3,5244968,0
1731296268251,0,53479832,0
1731296268251,1,17827976,0
1731296268251,2,42993992,0
1731296268251,3,5244968,0
1731296268754,0,7342136,1
1731296268754,1,26216648,0
1731296268754,2,47188328,0
1731296268754,3,5244968,0
1731296269257,0,27265232,0
1731296269257,1,34605320,0
1731296269257,2,51382664,0
1731296269257,3,5244968,0
1731296269759,0,48236912,0
1731296269759,1,42993992,0
1731296269759,2,55577000,0
1731296269759,3,5244968,0
1731296270262,0,3147800,1
1731296270262,1,51382664,0
1731296270262,2,59771336,0
1731296270262,3,5244968,0
1731296270765,0,23070896,0
1731296270765,1,59771336,0
1731296270765,2,63965672,0
1731296270765,3,6293552,0
1731296271268,0,42993992,0
1731296271268,1,2099216,1
1731296271268,2,1050632,1
1731296271268,3,6293552,0
1731296271771,0,61868504,0
1731296271771,1,10487888,0
1731296271771,2,5244968,0
1731296271771,3,6293552,0
1731296272274,0,14682224,0
1731296272274,1,18876560,0
1731296272274,2,9439304,0
1731296272274,3,6293552,0
1731296272777,0,36702488,0
1731296272777,1,27265232,0
1731296272777,2,13633640,0
1731296272777,3,6293552,0
1731296273280,0,57674168,0
1731296273280,1,35653904,0
1731296273280,2,17827976,0
1731296273280,3,6293552,0
1731296273783,0,10487888,1
1731296273783,1,44042576,0
1731296273783,2,22022312,0
1731296273783,3,6293552,0
1731296274286,0,31459568,0
1731296274286,1,52431248,0
1731296274286,2,27265232,0
1731296274286,3,6293552,0
1731296274789,0,53479832,0
1731296274789,1,61868504,0
1731296274789,2,31459568,0
1731296274789,3,6293552,0
1731296275292,0,6293552,1
1731296275292,1,3147800,1
1731296275292,2,35653904,0
1731296275292,3,6293552,0
1731296275795,0,26216648,0
1731296275795,1,11536472,0
1731296275795,2,39848240,0
1731296275795,3,6293552,0
1731296276302,0,47188328,0
1731296276302,1,19925144,0
1731296276302,2,44042576,0
1731296276302,3,6293552,0
1731296276804,0,1050632,1
1731296276804,1,28313816,0
1731296276804,2,48236912,0
1731296276804,3,7342136,0
1731296277307,0,22022312,0
1731296277307,1,36702488,0
1731296277307,2,52431248,0
1731296277307,3,7342136,0
1731296277810,0,42993992,0
1731296277810,1,45091160,0
1731296277810,2,56625584,0
1731296277810,3,7342136,0
1731296278313,0,63965672,0
1731296278313,1,53479832,0
1731296278313,2,60819920,0
1731296278313,3,7342136,0
1731296278816,0,16779392,0
1731296278816,1,62917088,0
1731296278816,2,65014256,0
1731296278816,3,7342136,0
1731296279319,0,37751072,0
1731296279319,1,4196384,1
1731296279319,2,2099216,1
1731296279319,3,7342136,0
1731296279822,0,56625584,0
1731296279822,1,12585056,1
1731296279822,2,6293552,0
1731296279822,3,7342136,0
1731296280325,0,9439304,1
1731296280325,1,20973728,0
1731296280325,2,10487888,0
1731296280325,3,7342136,0
1731296280828,0,30410984,0
1731296280828,1,29362400,0
1731296280828,2,14682224,0
1731296280828,3,7342136,0
1731296281331,0,51382664,0
1731296281331,1,37751072,0
1731296281331,2,19925144,0
1731296281331,3,7342136,0
1731296281834,0,5244968,1
1731296281834,1,46139744,0
1731296281834,2,24119480,0
1731296281834,3,7342136,0
1731296282337,0,25168064,0
1731296282337,1,55577000,0
1731296282337,2,28313816,0
1731296282337,3,7342136,0
1731296282840,0,47188328,0
1731296282840,1,63965672,0
1731296282840,2,32508152,0
1731296282840,3,7342136,0
1731296283343,0,66062840,0
1731296283343,1,5244968,1
1731296283343,2,36702488,0
1731296283343,3,8390720,0
1731296283846,0,19925144,0
1731296283846,1,13633640,0
1731296283846,2,40896824,0
1731296283846,3,8390720,0
1731296284349,0,40896824,0
1731296284349,1,22022312,0
1731296284349,2,45091160,0
1731296284349,3,8390720,0
1731296284852,0,61868504,0
1731296284852,1,30410984,0
1731296284852,2,49285496,0
1731296284852,3,8390720,0
1731296285355,0,14682224,0
1731296285355,1,38799656,0
1731296285355,2,53479832,0
1731296285355,3,8390720,0
1731296285858,0,36702488,0
1731296285858,1,48236912,0
1731296285858,2,57674168,0
1731296285858,3,8390720,0
1731296286361,0,57674168,0
1731296286361,1,56625584,0
1731296286361,2,61868504,0
1731296286361,3,8390720,0
1731296286864,0,10487888,1
1731296286864,1,65014256,0
1731296286864,2,66062840,0
1731296286864,3,8390720,0
1731296287369,0,30410984,0
1731296287369,1,6293552,1
1731296287369,2,3147800,0
1731296287369,3,8390720,0
1731296287872,0,50334080,0
1731296287872,1,14682224,0
1731296287872,2,8390720,0
1731296287872,3,8390720,0
1731296288379,0,4196384,1
1731296288379,1,23070896,0
1731296288379,2,12585056,0
1731296288379,3,8390720,0
1731296288882,0,24119480,0
1731296288882,1,32508152,0
1731296288882,2,16779392,0
1731296288882,3,8390720,0
1731296289385,0,46139744,0
1731296289385,1,40896824,0
1731296289385,2,20973728,0
1731296289385,3,9439304,0
1731296289888,0,36702488,1
1731296289888,1,49285496,0
1731296289888,2,25168064,0
1731296289888,3,9439304,0
1731296290391,0,46139744,0
1731296290391,1,57674168,0
1731296290391,2,29362400,0
1731296290391,3,9439304,0
1731296290894,0,57674168,0
1731296290894,1,66062840,0
1731296290894,2,33556736,0
1731296290894,3,9439304,0
1731296291397,0,65014256,0
1731296291397,1,7342136,1
1731296291397,2,37751072,0
1731296291397,3,9439304,0
1731296291900,0,5244968,2
1731296291900,1,15730808,0
